UID,Item,Type,Sub-type,Slots,Vendor Price,Market Price,Max,Current,Notes
7190f1a6-f2bd-4157-a7dc-e987d55772d1,FORT Redut-M body armor (Redut-M),Gear,,12,"63,782","102,874",,0,
353aab9a-dcb3-412b-9b13-44d509c63b7f,6B13 M modified assault armor (Tan) (6B13 M),Gear,Heavy armor,12,"155,682","251,100",0,0,
702233cd-e04d-4a04-992b-ffdef5bae93b,IOTV Gen4 body armor (assault kit) (Gen4 Assault),Gear,,12,"84,941","137,002",,0,
fc9d9d71-bc63-42fd-8348-0f2f3b49d765,SSO Attack 2 raid backpack (Attack 2),Gear,,35,"43,710","70,500",,0,
846b33ea-2477-43a2-84ad-edef624ef4ea,IOTV Gen4 body armor (full protection) (Gen4 Full),Gear,,16,"123,254","198,796",,0,
f15c75f2-e3e8-4186-9ea5-8f8401250340,3V Gear Paratus 3-Day Operator's Tactical backpack (Paratus),Gear,Heavy pack,35,"38,130","61,500",0,0,
168dbfca-366f-41e2-a66e-b64e92b471fc,ANA Tactical Beta 2 Battle backpack (Beta 2),Gear,Heavy pack,25,"28,945","78,892",0,0,
e959ac01-3237-47d9-9bfa-f5c9eb817b74,Duffle bag (Duffle),Gear,Light pack,12,"1,287","14,988",0,0,
5e39d6e8-cc93-49a4-9057-09cceeb40715,WARTECH Berkut BB-102 backpack (Berkut),Gear,Med pack,20,"11,904","22,290",3,0,
ddfe033e-c5b4-434a-a717-b22eb53a17bf,"6B47 ""Ratnik-BSh"" helmet (Digital Flora cover) (6B47 DFL)",Gear,Med helmet,4,"19,242","32,017",0,0,
d211f5d2-ba36-45bd-9b14-bc439a7e37cb,Armasight NVG head strap (NVG strap),Gear,Caps,4,"11,842","38,031",0,0,
870b7aa3-7180-4f6f-903e-76dbfaa44a11,UNTAR helmet (UNTAR),Gear,Med helmet,4,"13,265","28,245",0,0,Bright blue
2d7b4091-2114-4e8f-aebe-c4ee54dc057f,HighCom Striker ACHHC IIIA helmet (Olive) (ACHHC),Gear,Heavy helmet,4,"32,598","49,237",0,0,
18651919-521a-41ba-91a3-81c483b777ca,FORT Kiver-M bulletproof helmet (Kiver-M),Gear,,4,"19,297","23,785",,0,
3549cd1b-e465-45a8-b46f-c9c0af5d6a6a,LShZ light helmet (LShZ),Gear,Med helmet,4,"29,366","34,804",0,0,
255d3d3e-f3a6-4843-970e-e659d9c1e2bb,MSA ACH TC-2001 MICH Series helmet (TC-2001),Gear,,4,"28,644","38,030",,0,
e967673a-2e1c-4aa5-bdd7-74b2dc73c156,Burris FastFire 3 reflex sight (FF3),Sights,,1,"9,245","19,851",,0,
0cedb908-bdc8-4b0c-b689-6f7dc642f427,ShPM Firefighter helmet (ShPM),Gear,Light helmet,4,"7,626","13,850",0,0,
31c2f0d1-a621-4648-92ad-2eb5e75a2596,Vulkan-5 (LShZ-5) bulletproof helmet (Vulkan-5),Gear,Heavy helmet,4,"164,193","264,827",0,0,
4d5b9507-d6c2-430a-ade9-25f9b8d04b95,Flat screwdriver (F scdr.),Barter,Tools,1,"8,820","9,395",0,1,Keeping 1 for crafting.
c4763f84-02ab-47d4-9749-c7faf77f31bd,Shemagh (Green) (Shemagh),Gear,Mask,1,"2,640","15,674",0,0,
16bf26cf-c2de-4ce8-9a96-e942979bca47,ELCAN SpecterDR 1x/4x Scope (SpecterDR),Sights,Assault scope,2,"18,459","36,320",0,0,
9cdb3379-e4e6-4f07-9fdb-15c01ea88e34,Ops-Core FAST MT Super High Cut helmet (Black) (FAST MT),Gear,Heavy armor,4,"81,205","130,976",99,0,Can't be traded on market.
cb9e405f-aa88-4a78-974e-e8b22566f39e,HighCom Striker ULACH IIIA helmet (Coyote Tan) (ULACH),Gear,Heavy helmet,4,"44,979","59,636",0,0,
deeb6dcc-82e7-4664-b4d3-ef01cd78673b,Trijicon ACOG TA01NSN 4x32 scope (Black) (TA01NSN),Sights,Optics,2,"15,491","20,138",0,0,
2013b910-c268-4976-8c8d-97181b3e5fdb,OKP-7 reflex sight (OKP-7),Sights,Collimators,1,"7,150","14,934",0,0,
6f4bcc3f-7584-4534-99e8-2527b80aa778,6B2 armor (Flora) (6B2),Gear,Light armor,9,"17,794","29,737",0,0,
d7c91185-204c-4fee-86fd-6c3dfb2b0c0d,EOTech HHS-1 hybrid sight (HHS-1),Sights,,2,"28,672","39,997",,0,
e29c4ed8-18f2-4182-ada4-b7674593ca60,Item case (Items),Containers,Container,16,"774,896","1,229,994",1,0,Can't be traded on market.
81d55273-4796-4e01-93be-0d25d5b5dbb9,Maska-1SCh bulletproof helmet (Olive Drab) (Maska-1SCh),Gear,,4,"78,323","126,327",,0,
8b31bf44-8e52-4493-8ac9-1cc0fb8d3e99,Aluminum splint (Alu splint),Meds,Injury treatment,1,"5,242","16,443",6,0,
81f9f01c-3397-41e1-af71-dd9c2a463bc6,6Kh5 Bayonet (6Kh5),Weapon,Melee weapon,2,"16,824","48,739",1,0,
fd62478e-f224-4aa1-9756-4cd59ad3054a,ADAR 2-15 5.56x45 carbine (ADAR 2-15),Weapon,,1,"3,528","20,933",,,
c975e89c-920b-4ec4-a9df-d6cac7794109,ADAR 2-15 5.56x45 carbine (ADAR 2-15),Weapon,,10,"3,528","26,069",1,3,
c864d7c9-8772-4343-81dc-79d264e28faa,AK-101 5.56x45 assault rifle (AK-101),Weapon,,4,"19,971","40,048",,0,
6da5e1fa-ec95-4917-ae38-196b12ad16b0,AK-102 5.56x45 assault rifle (AK-102),Weapon,,3,"28,923","50,248",,0,
6ab09c83-ae2f-45c4-8533-723fca65f657,AK-103 7.62x39 assault rifle (AK-103),Weapon,,4,"19,214","32,962",,0,
8049eb30-558f-4a5a-afab-db252c3ef0b7,AK-104 7.62x39 assault rifle (AK-104),Weapon,,3,"22,351","26,916",,0,
437f2455-1c94-4ae1-a7e1-57ff1969edb7,AK-105 5.45x39 assault rifle (AK-105),Weapon,,3,"17,283","18,991",,0,
617ddd17-a28b-4374-b750-cedab68edd4a,AK-74 5.45x39 assault rifle (AK-74),Weapon,,4,"12,180","18,072",,0,
d91762b2-39d0-432d-ba68-74945dfc7ce6,AK-74M 5.45x39 assault rifle (AK-74M),Weapon,,4,"14,661","17,691",,0,
e2459081-2ffe-4fdc-bfde-2b086940a1cc,AK-74N 5.45x39 assault rifle (AK-74N),Weapon,,4,"12,962","29,490",,0,
b5c92212-48a9-4dec-adf9-b8c4f30ab053,AKM 7.62x39 assault rifle (AKM),Weapon,,4,"16,527","26,977",,0,
836d2a5b-3f85-4e40-a75f-2eb173fc29fe,AKMN 7.62x39 assault rifle (AKMN),Weapon,,4,"19,042","44,689",,0,
b7dc45ab-273d-4921-9be6-f63b3a62822d,AKMS 7.62x39 assault rifle (AKMS),Weapon,,4,"15,608","17,109",,0,
a78c0bf0-48b9-41d4-aa56-0fe8c87089d0,AKMSN 7.62x39 assault rifle (AKMSN),Weapon,,4,"16,224","23,352",,0,
d1edc180-819c-4c48-9f66-1187549c7d07,AKS-74 5.45x39 assault rifle (AKS-74),Weapon,,4,"13,250","18,352",,0,
9606643e-b4c9-4246-bdd4-6e40d1a500b5,AKS-74N 5.45x39 assault rifle (AKS-74N),Weapon,,4,"14,274","25,619",,0,
9ce1681d-6d21-4cc6-8eea-72eed72199b1,AKS-74U 5.45x39 assault rifle (AKS-74U),Weapon,,3,"7,640","16,418",,0,
d1270339-b5e4-468c-ab49-112ff5b0b113,AKS-74UB 5.45x39 assault rifle (AKS-74UB),Weapon,,3,"12,178","27,687",,0,
04e08c4a-fab8-4d58-80b3-dd8299e95897,AKS-74UN 5.45x39 assault rifle (AKS-74UN),Weapon,,3,"10,833","23,091",,0,
9622c54f-7c61-4e2b-ae1a-153e889ef829,Antique axe (Axe),Weapon,Melee weapon,2,"56,760","58,891",1,0,
01971851-6ff2-421a-89c4-459cc539d7ce,APB 9x18PM silenced machine pistol (APB),Weapon,Pistol,2,"6,513","21,307",1,0,
4933ec3c-21d1-4370-b2f6-de5142453124,APB 9x18PM silenced machine pistol (APB),Weapon,,2,"6,513","21,194",,0,
b5001907-e0e2-4728-be73-590e74c07aaa,APS 9x18PM machine pistol (APS),Weapon,,2,"6,496","11,877",,0,
d71b301e-4187-446a-9fcc-a0ee3d98a193,AS VAL 9x39 special assault rifle (AS VAL),Weapon,Assault carbine,10,"32,562","128,430",1,1,
6b999ebd-30c9-4960-83c8-895d8c54a159,AS VAL 9x39 suppressed assault rifle (AS VAL),Weapon,,2,"32,562","58,147",,0,
3522164a-3fab-44eb-ba5a-4c2e7b3043b1,ASh-12 12.7x55 assault rifle (ASh-12),Weapon,Assault rifle,8,"52,528","70,373",1,1,
a019db96-3a2f-4e21-8eec-6cec1fe71259,ASh-12 12.7x55 assault rifle (ASh-12),Weapon,,8,"52,528","69,470",,0,
a38eb2fc-0683-44f5-9287-7362b5e161dd,Assault_rifles FN SCAR-L 5.56x45 assault rifle (Mk 16),Weapon,,1,"9,520","17,000",,0,
2b027030-25eb-40db-91ba-76bd87ece38b,B&T MP9 9x19 submachine gun (MP9),Weapon,SMG,2,"8,001","23,991",1,0,
06db0c29-3acc-4a55-905c-90748c5415c4,B&T MP9 9x19 submachine gun (MP9),Weapon,,2,"8,001","23,941",,0,
a8a23ac3-c006-405f-99f2-6219ec0b6cb8,B&T MP9-N 9x19 submachine gun (MP9-N),Weapon,SMG,2,"10,360","19,454",1,1,
567e9930-b55f-4da9-bdc9-a21659e52b63,B&T MP9-N 9x19 submachine gun (MP9-N),Weapon,,2,"10,360","19,446",,0,
29f9720a-c066-4945-9fdb-bfb8d324a71c,Bars A-2607 95x18 knife (A-2607),Weapon,Melee weapon,2,"3,067","4,467",1,0,
2def84a8-cc96-4715-a554-844407d5a410,Bars A-2607 Damascus knife (A-2607),Weapon,Melee weapon,2,"2,155","6,842",1,0,
295dea20-af39-4007-92da-abe8bcee78cd,Beretta M9A3 9x19 pistol (M9A3),Weapon,Pistol,2,"2,688","11,307",1,0,
774b3ee5-c839-45e1-ae2e-3c81cca42d3f,Beretta M9A3 9x19 pistol (M9A3),Weapon,Duplicate,2,"2,688","11,197",,0,
56bb6f34-bbee-4166-b1b9-bcf053e0ee78,Camper axe (Camper),Weapon,Melee weapon,3,"24,720","47,190",1,0,
379e587d-f3b6-4fff-bf88-88a979c7598c,CMMG Mk47 Mutant 7.62x39 assault rifle (Mk47),Weapon,Assault rifle,8,"14,110","131,725",1,0,Can't be traded on market.
cd0e9c14-cb28-4d53-a95c-39d9477bf52e,CMMG Mk47 Mutant 7.62x39 assault rifle (Mk47),Weapon,Duplicate,1,"14,110",0,,0,
1c7dbcf2-5ad9-496e-af7d-21a85298ebec,Colt M1911A1 .45 ACP pistol (M1911A1),Weapon,Pistol,2,"3,028","11,842",1,0,
8e04ec0f-7cc1-47ce-b27e-6913762bd3b4,Colt M1911A1 .45 ACP pistol (M1911A1),Weapon,,2,"3,028","12,005",,0,
c5fa86b0-9cd4-4b31-a574-39a07a1aafe6,Colt M45A1 .45 ACP pistol (M45A1),Weapon,Pistol,2,"4,148","12,514",1,0,
67eebe59-2411-4d6d-9d45-e5946ca5c9f1,Colt M45A1 .45 ACP pistol (M45A1),Weapon,,2,"4,148","12,202",,0,
af76796d-cba6-4f70-aa93-bde67c458920,Colt M4A1 5.56x45 assault rifle (M4A1),Weapon,Assault rifle,1,"10,302","34,355",1,1,
09029383-736d-4f96-b605-edd94ebcd04c,Colt M4A1 5.56x45 assault rifle (M4A1),Weapon,,10,"10,302","55,402",,0,
edaaef95-0161-4ed4-a779-014d10203671,Crash Axe (SCA),Weapon,Melee weapon,3,"270,000","5,999",,0,
e30e238f-60a6-485b-bc5d-505552a82c7d,Cultist knife (Knife),Weapon,Melee weapon,2,"21,000","41,873",1,0,
59b88511-9e21-4bcc-b8e5-e84c45c233bc,Desert Tech MDR 5.56x45 assault rifle (MDR),Weapon,Assault rifle,4,"25,329","57,612",1,0,
355d42e3-47c2-4ff6-b27a-2e96489d9de2,Desert Tech MDR 5.56x45 assault rifle (MDR),Weapon,Assault rifle,8,"25,329","59,849",1,2,
22b9ffd2-3231-4c90-864c-85a4f8f47865,Desert Tech MDR 7.62x51 assault rifle (MDR),Weapon,Assault rifle,2,"35,409",1,1,0,
f2e684a3-b58a-45b6-bce7-b758d1df8199,Desert Tech MDR 7.62x51 assault rifle (MDR),Weapon,Assault rifle,8,"35,409","81,700",,0,
ea99a196-986a-4897-9ebc-0ff81a5fe4ba,DS Arms SA-58 7.62x51 assault rifle (SA-58),Weapon,Assault rifle,2,"17,412","32,677",,0,
91c1bd70-51a9-4cdf-b333-fbba237d2dda,DS Arms SA-58 7.62x51 assault rifle (SA-58),Weapon,Assault rifle,10,"17,412","34,761",1,2,
5a4aba5d-58f9-4bcb-b4a6-c4fec3be41cd,ER FULCRUM BAYONET (ER BAYONET),Weapon,Melee weapon,2,"10,260","11,123",1,0,
896c2c75-e4ae-49ad-ada3-1ed8569ca5ed,F-1 hand grenade (F-1),Weapon,Frag grenade,1,"2,799","11,386",0,0,
bc36d87b-98e8-4faa-b2e2-769b0ce340a6,FN Five-seveN MK2 5.7x28 pistol (FDE) (FN 5-7 FDE),Weapon,Pistol,2,"7,973","27,735",1,0,
2154ab75-6d2b-4efd-b759-fc2e33237321,FN Five-seveN MK2 5.7x28 pistol (Flat Dark Earth) (FN 5-7 FDE),Weapon,,2,"7,973","27,993",,0,
04b05482-2d80-4825-9ef9-6ce478ba9421,FN Five-seveN MK2 5.7x28 pistol (FN 5-7),Weapon,Pistol,2,"7,973","28,309",1,0,
9b092f89-d674-4e54-a1a3-6d802598ea08,FN Five-seveN MK2 5.7x28 pistol (FN 5-7),Weapon,,2,"7,973","28,025",,0,
a384f43b-2549-4422-8840-31f3718b1bc1,FN P90 5.7x28 submachine gun (P90),Weapon,SMG,6,"25,312","75,189",1,1,
343b0a41-5286-4a84-b82d-20899202b60f,FN P90 5.7x28 submachine gun (P90),Weapon,,2,"25,312","74,935",,0,
3029a2eb-da2d-4f3b-a887-513e7414874f,FN SCAR-H 7.62x51 assault rifle (FDE) (Mk 17),Weapon,Assault rifle,10,"14,448","89,778",1,0,
2a98115a-a870-4ef4-bbe1-5d6d01eae9ca,FN SCAR-H 7.62x51 assault rifle (FDE) (Mk 17),Weapon,,1,"14,448",0,,0,
bb78770c-131c-4a0b-bb43-0c31472ec79b,FN SCAR-H 7.62x51 assault rifle (Mk 17),Weapon,Assault rifle,10,"13,664","93,917",1,0,
a4710247-0e68-4eb4-843a-1eee3d9a3482,FN SCAR-H 7.62x51 assault rifle (Mk 17),Weapon,,1,"13,664",0,,0,
b1afffc1-2a5f-4710-aadb-e645586cc4bd,FN SCAR-L 5.56x45 assault rifle (FDE) (Mk 16),Weapon,Assault rifle,10,"10,080","47,380",1,0,
35662701-cdd3-4c80-b519-8143fceab6bc,FN SCAR-L 5.56x45 assault rifle (FDE) (Mk 16),Weapon,,1,"10,080","43,762",,0,
20f71b1b-eb38-474c-8d04-e62768fbe7a9,FN SCAR-L 5.56x45 assault rifle (Mk 16),Weapon,Assault rifle,10,"9,520","54,457",1,0,
a299b0bb-5620-4a55-8e42-63117dfce0aa,FN40GL Mk2 grenade launcher (FN40GL),Weapon,,3,"61,600",0,,0,
c4c810ec-8ef1-4e1c-b94d-9c76f80494dd,FN40GL Mk2 grenade launcher (FN40GL),Weapon,,6,"61,600","110,000",,0,
fd8ea808-90fd-4123-b12b-d2bc6685b1d9,Freeman crowbar (Crowbar),Weapon,Melee weapon,3,"10,920","12,105",1,0,
7d819abf-5c41-4498-a21c-8273080b8166,Glock 17 9x19 pistol (Glock 17),Weapon,Pistol,2,"3,700","13,558",1,0,
cd7ae9bd-2abf-4c1b-b2b3-cd2b91b5f31e,Glock 17 9x19 pistol (Glock 17),Weapon,,2,"3,700","12,632",,0,
96d0e8ac-c193-4894-bdb0-8c4ea629c3a2,Glock 18C 9x19 machine pistol (Glock 18C),Weapon,Pistol,2,"8,526","28,024",1,0,
25934111-544a-41d4-830a-10bb77fc7080,Glock 18C 9x19 machine pistol (Glock 18C),Weapon,,2,"8,526","27,626",,0,
5ed37c76-8780-447c-ac7e-a8b11b5b24db,GP-34 underbarrel grenade launcher (GP-34),Weapon,,1,"28,504","50,900",,0,
6bd49efc-18c1-41a5-bfde-6fe124b7e70c,GP-34 underbarrel grenade launcher (GP-34),Weapon,,1,"28,504","50,900",,0,
59fb9176-29f5-4e23-867a-a4a0aa6e78f2,HK 416A5 5.56x45 assault rifle (HK 416A5),Weapon,Assault rifle,10,"12,208","49,372",1,0,
f3ba6208-0c5b-4f9c-905e-73326a9a0e7d,HK 416A5 5.56x45 assault rifle (HK 416A5),Weapon,,1,"12,208","46,950",,0,
4a0a352b-13bb-4778-9f18-9211d13cf218,HK G28 7.62x51 marksman rifle (G28),Weapon,,12,"18,300","172,544",,0,
e95100c9-731a-4284-99d7-16b3b52b934f,HK G28 7.62x51 marksman rifle (G28),Weapon,,1,"18,300",0,,0,
1fe3f386-7326-4722-9a9e-0b2e4686806e,HK MP5 9x19 submachine gun (Navy 3 Round Burst) (MP5),Weapon,SMG,8,"6,794","27,122",1,2,
f78920f8-7f00-4c4f-a5d2-42c705ad40a4,HK MP5 9x19 submachine gun (Navy 3 Round Burst) (MP5),Weapon,,1,"6,794","26,172",,0,
c7f88170-cdbc-432c-8ab2-a427ac54aa7a,HK MP5K 9x19 submachine gun (MP5K-N),Weapon,SMG,2,"5,320","16,320",1,0,
f0d3d52b-4d29-4fa6-89f5-0cf7bf698dab,HK MP5K 9x19 submachine gun (MP5K-N),Weapon,,1,"5,320","16,504",,0,
65a4effb-7d19-485e-a23c-b383178e0d37,HK MP7A1 4.6x30 submachine gun (MP7A1),Weapon,SMG,2,"24,801","43,843",1,1,
d5e95618-51e3-492d-a451-170bf586b9eb,HK MP7A1 4.6x30 submachine gun (MP7A1),Weapon,,2,"24,801","43,978",,0,
9b98b61f-67d6-4cfe-9e42-96e9845a76c8,HK MP7A2 4.6x30 submachine gun (MP7A2),Weapon,SMG,2,"25,329","58,147",1,1,
8c6a8d89-da81-4e3b-bb1b-5f47d7d07ffe,HK MP7A2 4.6x30 submachine gun (MP7A2),Weapon,,2,"25,329","58,067",,0,
38fe1428-43fd-45fa-923c-2b39f63cf7fa,HK UMP .45 ACP submachine gun (UMP 45),Weapon,SMG,4,"14,840","36,598",1,2,
d55a743a-d53a-474f-ad6c-9e2bdbb49382,HK UMP .45 ACP submachine gun (UMP 45),Weapon,,4,"14,840","36,807",,0,
b7ec8562-c018-43c2-8753-885f55f703bf,HK USP .45 ACP pistol (USP .45),Weapon,Pistol,2,"5,320","16,398",1,0,
722c0993-1fea-4004-ad37-57b8c78ea6dd,HK USP .45 ACP pistol (USP .45),Weapon,,2,"5,320","17,126",,0,
6f71a6f7-66db-4405-89ee-491658a8a3ff,12.7x55mm PS12B (PS12B),Ammo,127x55 ammo,1,255,"3,765",999,0,
47c91930-9ab1-419e-b9aa-479801efbd9f,12.7x55mm PS12 (PS12),Ammo,127x55 ammo,1,190,"3,590",,0,
0f8383c4-47b0-488a-bc64-0643bd35c2d4,12.7x55mm PS12A (PS12A),Ammo,127x55 ammo,1,157,526,999,0,
272986e4-ec21-4934-a1e0-5ebf62aac6b7,"12/70 ""Poleva-3"" slug (Poleva-3)",Ammo,12ga ammo,1,29,114,0,0,
8cd875f0-1fe2-4f83-915e-42be843a21d1,"12/70 ""Poleva-6u"" slug (Poleva-6u)",Ammo,12ga ammo,1,38,179,0,0,
92eb900d-4a41-429c-b062-db19dcb3012c,12/70 5.25mm buckshot (5.25mm),Ammo,12ga ammo,1,20,35,0,0,
54492edd-0933-463b-b34a-c76785eb933b,12/70 6.5mm Express buckshot (Express),Ammo,12ga ammo,1,22,175,0,0,
1366b31e-61ce-45c2-b155-fdc367b35a1c,12/70 7mm buckshot (7mm),Ammo,12ga ammo,1,17,32,0,0,
c57ecdf8-2041-456f-96bc-c9369f1c83da,12/70 8.5mm Magnum buckshot (Magnum),Ammo,12ga ammo,1,28,327,0,0,
b1f346ba-dcc2-4a61-91da-36deed4880da,12/70 AP-20 armor-piercing slug (AP-20),Ammo,12ga ammo,1,77,137,999,0,Can't be traded on market.
a0dc2dae-01ee-467e-84a4-cb7c289a6642,12/70 Copper Sabot Premier HP slug (CSP),Ammo,12ga ammo,1,46,82,0,0,Can't be traded on market.
35ada920-dc47-4c0a-aacd-fa762cfdf40b,12/70 Dual Sabot slug (DualSabot),Ammo,12ga ammo,1,38,418,0,0,
c8bfb76a-bc25-4e59-b287-dc69a072f6c8,12/70 flechette (Flechette),Ammo,12ga ammo,1,42,506,999,0,
649b5938-380b-4676-af1b-395f95ce3c57,12/70 FTX Custom Lite slug (FTX),Ammo,12ga ammo,1,40,185,0,0,
d42dd6ef-cbf9-4f9f-9b0a-c6e8bd24ca68,12/70 Grizzly 40 slug (Grizzly 40),Ammo,12ga ammo,1,37,439,0,0,
1ebf2e8c-a787-4cd1-a34e-19833087a92a,12/70 lead slug (Slug),Ammo,12ga ammo,1,31,81,0,0,
cc1478db-f015-45d4-b97c-f4a70fb54fb7,12/70 makeshift .50 BMG slug (.50 BMG),Ammo,12ga ammo,1,69,666,999,0,
e867a0df-c4a1-4d8d-a94c-97e421d54dfa,12/70 RIP (RIP),Ammo,12ga ammo,1,169,341,0,0,
1a4bd865-1d5f-4f61-8f99-94aae5de3ad5,12/70 SuperFormance HP slug (SFormance),Ammo,12ga ammo,1,108,192,0,0,Can't be traded on market.
72f9c64d-e92a-4215-af25-9f102e0f745f,12/70 RIP 5 pcs. ammo box (RIP),Ammo_boxes,12ga ammo,1,560,"6,357",0,0,
920a976c-2046-48e9-b76b-53c759840c6c,"20/70 ""Poleva-3"" slug (Poleva-3)",Ammo,20ga ammo,1,27,99,0,0,
f5748768-ed60-4c14-a9c0-9d4f71ed12e5,"20/70 ""Poleva-6u"" slug (Poleva-6u)",Ammo,20ga ammo,1,36,176,0,0,
6fcef76c-73b3-47f4-943f-f15e7c75e31b,20/70 5.6mm buckshot (5.6mm),Ammo,20ga ammo,1,11,28,999,0,
5ea8fd10-10f9-4490-a2a0-1680ab247dc2,20/70 6.2mm buckshot (6.2mm),Ammo,20ga ammo,1,17,30,0,0,
8d45126a-23d1-4485-b7d9-7ccfb9d4e9ca,20/70 7.3mm buckshot (7.3mm),Ammo,20ga ammo,1,21,37,0,0,
1a5aa298-376f-4397-9ef0-0feaae68ee6a,20/70 7.5mm buckshot (7.5mm),Ammo,20ga ammo,1,13,24,0,0,
161f3f0a-19c1-4e2a-befe-f9023e3376f5,20/70 Devastator slug (Devastator),Ammo,20ga ammo,1,101,335,0,0,
43b6c415-516f-4f95-8a8c-f8c016cbb2c8,20/70 Star slug (Star),Ammo,20ga ammo,1,45,258,0,0,
06f7bf4a-a524-4cb1-ac42-f7a14f81cc80,30x29mm VOG-30 (VOG-30),Ammo,GL ammo,1,549,980,,0,
1a87ba4e-5cac-49f0-b9c4-6a80a4d1fb70,"23x75mm ""Barrikada"" slug (Barrikada)",Ammo,23x75 ammo,1,143,"1,135",999,0,
ffa41ecc-3aec-47e0-b77f-34678e557ccc,"23x75mm ""Shrapnel-10"" buckshot (Shrap-10)",Ammo,23x75 ammo,1,44,"1,576",999,0,
168ed338-8692-4dc6-b9c9-dab64308c15a,"23x75mm ""Shrapnel-25"" buckshot (Shrap-25)",Ammo,23x75 ammo,1,54,792,999,0,
694dc9fe-ee5b-48e3-955d-a9649d4b81b9,"23x75mm ""Zvezda"" flashbang round (Zvezda)",Ammo,23x75 ammo,1,549,980,0,0,
2d53997a-61c2-4048-b994-537cf1d1f25b,.300 Blackout BCP FMJ (BCP FMJ),Ammo,300 Blackout ammo,1,44,362,0,0,
f2365425-5ef1-4096-8068-f7c7d128f8cd,.300 Blackout AP (AP),Ammo,300 Blackout ammo,1,136,243,999,0,
545c5b11-4075-4a5b-a2f0-8592402b1f37,.300 Blackout M62 Tracer (M62),Ammo,300 Blackout ammo,1,87,"1,313",0,0,
c810e283-6709-4e87-b718-3ec2bf455db2,.300 Blackout Whisper (Whisper),Ammo,300 Blackout ammo,1,53,317,0,0,
029d343e-931b-451d-989b-e61dceb1ae37,.300 Blackout V-Max (V-Max),Ammo,300 Blackout ammo,1,70,845,999,0,
6466ca83-9856-412c-9474-0b8de0b70425,.338 Lapua Magnum AP (AP),Ammo,338 Lapua Magnum,1,"1,484","2,650",999,0,
13e00fe4-4dce-4a9f-b78d-10c29580cc7c,.338 Lapua Magnum FMJ (FMJ),Ammo,338 Lapua Magnum,1,538,"4,023",999,0,Can't be traded on market.
94db639f-e56c-4889-9550-ca31c8a6757f,.338 Lapua Magnum UCW (UCW),Ammo,338 Lapua Magnum,1,420,"1,714",999,0,
3a86ab4f-62d7-4841-a9f7-0e428b8e09cf,.338 Lapua Magnum TAC-X (TAC-X),Ammo,338 Lapua Magnum,1,616,744,0,0,
9b2c44b7-7ef4-4f55-a545-374e62732ec6,.366 TKM Geksa (Geksa),Ammo,366 TKM ammo,1,32,199,0,0,
397a190e-af23-426f-9eec-019e8ef0fd0e,.366 TKM EKO (EKO),Ammo,366 TKM ammo,1,36,262,999,0,
e5300f0e-9636-4262-bc0f-11f8fd4ea044,.366 TKM FMJ (FMJ),Ammo,366 TKM ammo,1,24,60,999,0,
a1eed532-c720-4cfc-b4ce-f3178613c1b7,.366 TKM AP-M (AP-M),Ammo,366 TKM ammo,1,113,868,999,0,
00ceb78a-4c8a-450b-9fb6-6ced76f45c19,40x46mm M381 (HE) grenade (M381),Ammo,40x46 GL ammo,1,"3,192","99,592",,0,
458b3d49-0f6b-4226-9095-2ba2c20f93f9,40x46mm M386 (HE) grenade (M386),Ammo,40x46 GL ammo,1,"3,836","52,287",,0,
7c7cd46e-0b50-4d2b-bc0b-b7c8e41ca028,40x46mm M406 (HE) grenade (M406),Ammo,40x46 GL ammo,1,"4,312","53,228",,0,
0a930f85-ed27-4817-aa46-0aa9c6ed1b60,40x46mm M433 (HEDP) grenade (M433),Ammo,40x46 GL ammo,1,"5,880","10,500",,0,
8ad92dc8-920c-4eba-bcc7-f4584612f0b5,40x46mm M441 (HE) grenade (M441),Ammo,40x46 GL ammo,1,"4,760","8,500",,0,
9f7030ac-07e9-4767-8006-6d8cfc4a0cdb,40x46mm M576 (MP-APERS) grenade (M576),Ammo,40x46 GL ammo,1,"1,624","8,334",0,0,
4439eb1e-043c-410e-a98c-31a7954199c0,.45 ACP Match FMJ (FMJ),Ammo,45 ACP ammo,1,46,335,999,0,
4285652d-3db1-4068-8b2e-79e229dc9ff7,.45 ACP RIP (RIP),Ammo,45 ACP ammo,1,225,740,0,0,
fef6edbd-db9e-4e60-bf1b-58b94476a042,.45 ACP AP (AP),Ammo,45 ACP ammo,1,81,145,999,0,
dc0718bf-1e87-4c57-8b02-54c467111ce3,.45 ACP Hydra-Shok (HydraShok),Ammo,45 ACP ammo,1,55,608,0,0,
a4cf9dff-d568-4452-a1b7-ab8a703397a6,.45 ACP Lasermatch FMJ (Lasermatch),Ammo,45 ACP ammo,1,49,486,0,0,
f2a6b0b5-ff5c-49ea-b966-dd8c80bd6ee2,4.6x30mm AP SX (AP SX),Ammo,46x30 ammo,1,143,255,0,0,
46adadb1-7303-4eca-ab04-d740cdd53a2d,4.6x30mm Subsonic SX (Subsonic SX),Ammo,46x30 ammo,1,91,162,999,0,
cb60715a-8671-4c8f-b90b-ef2b0db677e8,4.6x30mm FMJ SX (FMJ SX),Ammo,46x30 ammo,1,69,"1,294",999,0,
d96118f4-b44c-4322-a6c2-3980414856c6,4.6x30mm Action SX (Action SX),Ammo,46x30 ammo,1,55,174,0,0,
